t0	t1	VALUE	ID_participant	ID_partner	ID_dyad	IP_ID	clarity	speech_clean	word_count
309664	310674	snap ik 	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_309664_310674	ok	snap  	1
310027	310836	ja @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_310027_310836	unclear	 	1
310736	312120	ja voor mij is het moeilijk om	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_310736_312120	ok	     moeilijk 	2
312605	314787	allez de uitleg in 't Nederlands kan ik heel goed he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_312605_314787	ok	  uitleg  't Nederlands   heel goed 	6
314816	315695	maar dan zo	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_314816_315695	ok	 dan zo	3
315881	317961	conversaties voeren in 't Italiaans	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_315881_317961	ok	conversaties voeren  't Italiaans	4
317961	318709	dat vind ik zo dan	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_317961_318709	ok	 vind  zo dan	4
318709	320645	da's dan voor mij zo moeilijker	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_318709_320645	ok	 dan   zo moeilijker	4
320819	321930	ja natuurlijk	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_320819_321930	ok	 natuurlijk	2
321769	323204	allez ik kan wel Italiaans he maar	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_321769_323204	ok	    Italiaans  	2
323758	325071	da's zo toch een drempel	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_323758_325071	ok	 zo   drempel	3
325287	326398	ja @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_325287_326398	unclear	 	1
326222	327262	da's zo spannend	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_326222_327262	ok	 zo spannend	3
327428	328024	dus ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_327428_328024	ok	 	1
328575	330948	maar ik heb wel het eerste en tweede jaar dus die	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_328575_330948	ok	     eerste  tweede jaar  	4
330983	331761	da's nog wel	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_330983_331761	ok	  	1
331780	332962	euhm de lage	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_331780_332962	ok	lage	1
332714	333633	de lage ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_332714_333633	ok	 lage 	2
333503	334220	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_333503_334220	ok		0
334464	336171	dus dat zal nog wel moeten lukken hoop ik	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_334464_336171	ok	      lukken hoop 	3
336327	337297	@	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_336327_337297	unclear		0
336327	337297	@	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_336327_337297	unclear		0
337761	340721	maar ja de studenten euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_337761_340721	ok	   studenten 	2
341029	342928	k kennen de taal niet	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_341029_342928	ok	 kennen  taal 	3
342901	343699	nee nee	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_342901_343699	ok	 	1
343049	344402	dus euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_343049_344402	ok	 	1
344361	345139	ja da's waar	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_344361_345139	ok	  waar	2
345125	345893	j@a	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_345125_345893	unclear	ja	1
345903	347287	het is ok @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_345903_347287	unclear	   	1
345918	346645	da's waar	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_345918_346645	ok	 waar	2
347287	348262	ja ja ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_347287_348262	ok	  	1
348503	350402	ja maar toch Italiaans is niet mijn moedertaal he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_348503_350402	ok	   Italiaans    moedertaal 	3
350482	351937	maar ik heb wel een tandempartner	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_350482_351937	ok	     tandempartner	2
352269	352855	mh	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_352269_352855	ok		0
352804	353622	Nicola	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_352804_353622	ok	Nicola	1
353950	355001	kent ge Nicola toevallig	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_353950_355001	ok	kent ge Nicola toevallig	4
354650	355782	euhm nee	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_354650_355782	ok		0
355172	356843	hij is ook een doctoraatstudent aan de KU Leuven	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_355172_356843	ok	    doctoraatstudent   KU Leuven	4
356752	357237	ah	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_356752_357237	ok		0
356843	357853	ook uit Italië	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_356843_357853	ok	  Italië	2
358039	360443	en daar praat ik allez daar spreek ik een keer per week mee af	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_358039_360443	ok	 daar praat   daar spreek   keer  week mee af	9
360615	361029	en dan	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_360615_361029	ok	 dan	2
361645	364777	want hij studeert Nederlands en ik Italiaans en dan om zo te oefenen	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_361645_364777	ok	  studeert Nederlands   Italiaans  dan  zo te oefenen	8
363958	364393	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_363958_364393	ok		0
365589	368518	dus dat en dat gaat super goed he maar toch is dat zo	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_365589_368518	ok	    gaat super goed      zo	5
365841	366972	ik ga ook in tandem	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_365841_366972	ok	 ga   tandem	3
367517	368103	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_367517_368103	ok		0
369244	369780	moeilijk	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_369244_369780	ok	moeilijk	1
369845	370360	allez	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_369845_370360	ok		0
370516	370829	ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_370516_370829	ok		0
371036	371611	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_371036_371611	ok		0
371757	373525	ik maar ik kan mij voorstellen	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_371757_373525	ok	     voorstellen	2
373712	374540	@	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_373712_374540	unclear		0
373712	374540	ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_373712_374540	ok		0
374847	377555	ik euhm ga ook euhm de tandem doen	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_374847_377555	ok	 ga  tandem 	3
377453	378109	ah ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_377453_378109	ok	 	1
377686	380009	ook ook met Italiaans-Nederlands	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_377686_380009	ok	   Italiaans-Nederlands	3
380191	380958	via de KU Leuven	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_380191_380958	ok	via  KU Leuven	3
380847	381301	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_380847_381301	ok		0
381336	383882	ah is dat en wie is uw hebt ge al een tandempartner gekregen	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_381336_383882	ok	        ge   tandempartner gekregen	4
383457	384467	euhm nog niet	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_383457_384467	ok		0
384659	387618	ah misschien is dat iemand van mijn van mijn euhm opleiding	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_384659_387618	ok	 misschien        opleiding	3
387683	390158	ja ik denk wel want euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_387683_390158	ok	  denk   	2
390433	395150	euhm ik heb gezegd dat euhm ik kan niet een keer per week ontmoeten	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_390433_395150	ok	gezegd  keer  week ontmoeten	4
394235	395104	mh	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_394235_395104	ok		0
395447	398437	dus ik kan niet met studenten van de bachelor	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_395447_398437	ok	     studenten   bachelor	3
398609	399730	de tandem doen	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_398609_399730	ok	 tandem 	2
399482	399997	mh	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_399482_399997	ok		0
399981	401557	en euhm zij ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_399981_401557	ok	 	1
401840	404446	ze hebben gezegd dat ik euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_401840_404446	ok	  gezegd   	2
404771	405610	euhm 	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_404771_405610	ok		0
405777	407888	graag een een andere euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_405777_407888	ok	graag   andere 	2
408453	408938	buddy	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_408453_408938	ok	buddy	1
409474	411837	van een andere school een andere opleiding	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_409474_411837	ok	  andere school  andere opleiding	5
411872	412508	ah	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_411872_412508	ok		0
412171	416140	dus misschien van CLT of euhm een andere cursus	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_412171_416140	ok	 misschien  CLT  andere cursus	5
415070	418464	euhm ja want ik doe ik heb mij ook ingeschreven voor tandempartner	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_415070_418464	ok	ingeschreven  tandempartner	2
418484	420312	maar ja ik heb dan Nicola al als partner	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_418484_420312	ok	    dan Nicola   partner	4
420423	422150	want vorig jaar waren wij ook tandempartners	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_420423_422150	ok	 vorig jaar    tandempartners	4
422326	423498	toen waren wij gewoon gematcht	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_422326_423498	ok	   gewoon gematcht	3
423872	426094	maar nu heb ik dan gevraagd of ik terug met hem mag	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_423872_426094	ok	 nu   dan gevraagd   terug   	5
426094	427760	omdat 'k hem dan zo al ken en dan	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_426094_427760	ok	 '  dan zo  ken  dan	5
428272	429242	ja dat is leuk	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_428272_429242	ok	   leuk	2
429312	429888	ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_429312_429888	ok		0
430030	433836	want je euhm bouwt een goeie relatie op	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_430030_433836	ok	  bouwt  goeie relatie 	4
433766	435443	ja inderdaad ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_433766_435443	ok	 inderdaad 	2
433836	435937	met de met de buddy toch	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_433836_435937	ok	    buddy 	2
435987	437648	ja dus ik heb dan echt een email	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_435987_437648	ok	    dan echt  email	4
437648	438921	naar Carmen Siroci	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_437648_438921	ok	 Carmen Siroci	3
439243	440304	ja ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_439243_440304	ok	 	1
439314	442850	heb ik een email gestuurd of ik dan terug met NIcola mocht en dat was dan in orde dus	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_439314_442850	ok	   email gestuurd   dan terug  NIcola     dan  orde 	8
443777	444423	dus ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_443777_444423	ok	 	1
445292	445817	spannend he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_445292_445817	ok	spannend 	1
445801	446488	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_445801_446488	ok		0
446423	448736	maar ik probeer wel echt mijn Italiaans wat te oefenen	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_446423_448736	ok	  probeer  echt  Italiaans  te oefenen	6
449014	449690	dus ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_449014_449690	ok	 	1
449625	453252	ja @ we kunnen we kunnen niet Italiaans praten hier	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_449625_453252	unclear	       Italiaans praten hier	4
452857	454574	nee nee hier inderdaad niet	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_452857_454574	ok	  hier inderdaad 	3
454089	455674	volgende keer @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_454089_455674	unclear	volgende keer 	2
455265	456750	@ ja da's goed	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_455265_456750	unclear	   goed	2
456750	459100	maar nu is 't goed voor uw Nederlands te oefenen he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_456750_459100	ok	 nu  't goed   Nederlands te oefenen 	7
459868	460393	pardon	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_459868_460393	ok	pardon	1
460190	462009	dit gesprek is goed voor uw Nederlands he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_460190_462009	ok	 gesprek  goed   Nederlands 	4
462098	462644	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_462098_462644	ok		0
462098	462644	te oefenen	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_462098_462644	ok	te oefenen	2
462836	464311	is goed @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_462836_464311	unclear	 goed 	2
464330	466250	maar uw Nederlands is echt super goed trouwens	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_464330_466250	ok	  Nederlands  echt super goed trouwens	6
466663	467178	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_466663_467178	ok		0
467391	468845	ja ik vind dat echt	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_467391_468845	ok	  vind  echt	3
469090	472867	ik heb euhm Nederlands niet zo veel gebruikt in euhm in België	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_469090_472867	ok	  Nederlands  zo veel gebruikt  België	6
472867	475918	want ik heb problemen met euhm met	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_472867_475918	ok	   problemen  	2
476271	478989	soms met euhm Vlaanders euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_476271_478989	ok	soms  Vlaanders 	2
479509	480650	Vlaamse accent	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_479509_480650	ok	Vlaamse accent	2
480847	483099	ah ja is dat moeilijker dan 't Nederlands	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_480847_483099	ok	    moeilijker dan 't Nederlands	5
482599	484205	ja voor mij wel	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_482599_484205	ok	   	1
484302	488039	dus ik ben euhm altijd een beetje ja spannend en	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_484302_488039	ok	   altijd  beetje  spannend 	4
488008	488725	ah ja ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_488008_488725	ok	  	1
488886	489360	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_488886_489360	ok		0
489416	491880	oei maar als ik niet duidelijk praat moet ge het zeggen he	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_489416_491880	ok	     duidelijk praat  ge  zeggen 	5
492100	495332	nee nee ik begrijp je heel goed @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_492100_495332	unclear	   begrijp  heel goed 	4
493977	495301	ah ja ok @	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_493977_495301	unclear	   	1
495504	496827	komt jij uit Leuven	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_495504_496827	ok	komt   Leuven	2
496902	497337	ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_496902_497337	ok		0
497512	498037	ah ok	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_497512_498037	ok	 	1
497992	499174	ik ben hier geboren	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_497992_499174	ok	  hier geboren	3
499733	500279	ok	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_499733_500279	ok		0
499733	500279	dus ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_499733_500279	ok	 	1
500998	502534	maar soms euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_500998_502534	ok	 soms 	2
502716	506484	ja vind ik euhm sommige accenten heel moeilijk	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_502716_506484	ok	 vind  sommige accenten heel moeilijk	6
506605	508357	ja maar zo West-Vlaams enzo	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_506605_508357	ok	  zo West-Vlaams enzo	5
508180	508948	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_508180_508948	ok		0
508357	510953	want dat is maar da's ook voor mij wel moeilijk hoor soms	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_508357_510953	ok	         moeilijk hoor soms	4
510964	512500	ok @	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_510964_512500	unclear	 	1
512515	514318	da's heel normaal @	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_512515_514318	unclear	 heel normaal 	3
514318	515085	ja ja ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_514318_515085	ok	  	1
515246	516186	da's echt da's	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_515246_516186	ok	 echt 	2
517039	519049	echt heel moeilijk West-Vlaams	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_517039_519049	ok	echt heel moeilijk West-Vlaams	5
519296	522165	ja het is euhm ja gewoon een andere taal (ook)	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_519296_522165	unclear	   gewoon  andere taal 	4
522285	522851	ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_522285_522851	ok		0
522639	523639	@	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_522639_523639	unclear		0
523765	525028	echt heel moeilijk	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_523765_525028	ok	echt heel moeilijk	3
524618	525042	ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_524618_525042	ok		0
525123	527103	maar en woont ge hier dan in in het centrum	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_525123_527103	ok	  woont ge hier dan    centrum	6
527325	529598	ja ik w ik woon euhm	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_527325_529598	ok	  w  woon 	3
530097	533532	hier naast de faculteit in Maria-Theresiastraat	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_530097_533532	ok	hier naast  faculteit  Maria-Theresiastraat	5
533349	534076	ah ja ja	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_533349_534076	ok	  	1
534510	535561	en ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_534510_535561	ok	 	1
535591	536783	ah da's heel dichtbij	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_535591_536783	ok	  heel dichtbij	3
537399	538015	wablieft	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_537399_538015	ok	wablieft	1
537540	538712	da's heel dichtbij	0610_1400_C	0610_1400_B	0610_1400_CB	0610_1400_C_0610_1400_B_537540_538712	ok	 heel dichtbij	3
538717	540053	ja is @ ja	0610_1400_B	0610_1400_C	0610_1400_CB	0610_1400_B_0610_1400_C_538717_540053	unclear	   	1
50	820	hallo @	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_50_820	unclear	hallo 	1
50	820	hallo	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_50_820	ok	hallo	1
900	1820	wat was uw naam nu weer	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_900_1820	ok	   naam nu weer	4
1880	3010	Aphrodite	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_1880_3010	ok	Aphrodite	1
3130	3800	aphro	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_3130_3800	ok	aphro	1
3790	4530	dite	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_3790_4530	ok	dite	1
5295	5725	nog eens	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_5295_5725	ok	 	1
5790	6540	Aphrodite	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_5790_6540	ok	Aphrodite	1
6530	6950	ja	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_6530_6950	ok		0
6880	7660	zoals de godin	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_6880_7660	ok	zoals  godin	2
7670	8060	ja	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_7670_8060	ok		0
8065	9385	ok @	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_8065_9385	unclear	 	1
9350	10370	ik ben Gr@ieks	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_9350_10370	unclear	  Grieks	2
10365	11085	@	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_10365_11085	unclear		0
11120	11770	dat is	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_11120_11770	ok	 	1
11805	12925	ja (blij    )	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_11805_12925	unclear	 blij    	2
13025	13465	ja	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_13025_13465	ok		0
13625	14055	mh	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_13625_14055	ok		0
14075	15225	en jouw naam is Dieter	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_14075_15225	ok	  naam  Dieter	3
15205	16005	Dieter ja	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_15205_16005	ok	Dieter 	1
16010	18260	Aphrodite Dieter (       ) @	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_16010_18260	unclear	Aphrodite Dieter         	2
18380	18840	ja	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_18380_18840	ok		0
19105	20375	waar kom jij vandaan	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_19105_20375	ok	waar kom  vandaan	3
20480	21400	ik ben van België	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_20480_21400	ok	   België	2
21515	22585	ja maar waar in België	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_21515_22585	ok	  waar  België	3
22490	23500	van Limburg	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_22490_23500	ok	 Limburg	2
23530	24580	Limburg ok	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_23530_24580	ok	Limburg 	1
24475	25535	Houthalen Helchteren	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_24475_25535	ok	Houthalen Helchteren	2
25940	26300	ja	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_25940_26300	ok		0
26155	27125	als dat iets zegt	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_26155_27125	ok	   zegt	2
27240	27740	ja	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_27240_27740	ok		0
28020	29090	nee @	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_28020_29090	unclear	 	1
28655	29775	en en gij	0610_1530_B	0610_1530_A	0610_1530_AB	0610_1530_B_0610_1530_A_28655_29775	ok	  gij	2
30135	33175	euhm ja ik woonde in Athene in Griekenland	0610_1530_A	0610_1530_B	0610_1530_AB	0610_1530_A_0610_1530_B_30135_33175	ok	woonde  Athene  Griekenland	3
