t0	t1	VALUE	ID_participant	ID_partner	ID_dyad	IP_ID	clarity	speech_clean	word_count
710	1100	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_710_1100	ok		0
1290	2240	ja sorry wat was uw naam	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_1290_2240	ok	 sorry    naam	3
2380	3150	mijn naam is CIndy	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_2380_3150	ok	 naam  CIndy	3
3230	3980	Cindy	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_3230_3980	ok	Cindy	1
4090	5190	ah en euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_4090_5190	ok	  	1
5320	6360	wat wat is uw moedertaal	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_5320_6360	ok	    moedertaal	2
6535	8395	mijn moedertaal is Nederlands	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_6535_8395	ok	 moedertaal  Nederlands	3
8440	9590	ah ok	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_8440_9590	ok	 	1
9560	9790	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_9560_9790	ok		0
9798	10998	ah helemaal geen idee	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_9798_10998	ok	 helemaal  idee	3
11035	13255	euhm een een raar accent had ik euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_11035_13255	ok	raar accent   	2
13320	13670	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_13320_13670	ok		0
13690	14350	zeg jij	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_13690_14350	ok	zeg 	1
14390	17330	van euhm zeg maar komt jij uit Nederland nou of komt jij hier uit België	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_14390_17330	ok	 zeg  komt   Nederland   komt  hier  België	7
17385	18675	ik kom uit België	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_17385_18675	ok	 kom  België	3
18725	20065	uit euhm Houthalen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_18725_20065	ok	 Houthalen	2
20110	22090	ah waar is ah ja ik heb geen idee waar dat ligt	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_20110_22090	ok	 waar       idee waar  ligt	5
21590	22080	@	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_21590_22080	unclear		0
22155	22455	yeah	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_22155_22455	ok		0
22185	23535	in euhm Limburg	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_22185_23535	ok	 Limburg	2
23590	25150	dat is zo een uurtje van hier	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_23590_25150	ok	  zo  uurtje  hier	4
23605	24955	ah in Limburg	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_23605_24955	ok	  Limburg	2
25125	27925	ok dus (    )de Belgische helft van Limburg	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_25125_27925	unclear	       Belgische helft  Limburg	4
25229	25709	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_25229_25709	ok		0
27245	27765	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_27245_27765	ok		0
28090	33360	en bent u euhm lang verhuisd hier in euhm in euhm in Leuven of	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_28090_33360	ok	   lang verhuisd hier  Leuven 	5
28127	28607	inderdaad	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_28127_28607	ok	inderdaad	1
33380	36250	nee ik studeer hier ik heb hier euhm gestudeerd	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_33380_36250	ok	  studeer hier   hier gestudeerd	5
34870	35350	ah	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_34870_35350	ok		0
36305	38715	ik heb slavistiek en Oost-Europakunde gedaan @	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_36305_38715	unclear	  slavistiek  Oost-Europakunde  	4
38775	40715	ah ok ok	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_38775_40715	ok	  	1
40895	42090	waarom heb je voor euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_40895_42090	ok	waarom    	1
42090	44830	slavisch euhm studies gekozen	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_42090_44830	ok	slavisch studies gekozen	3
43395	43735	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_43395_43735	ok		0
44865	48085	ja mijn euhm mijn ouders komen uit Polen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_44865_48085	ok	  ouders komen  Polen	4
47145	47515	ah	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_47145_47515	ok		0
48100	48810	mijn mama	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_48100_48810	ok	 mama	2
48105	51485	ah ok misschien is dat euhm waarom ik een accent hoorde	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_48105_51485	ok	  misschien   waarom   accent hoorde	5
48823	49883	ik ben hier wel (      )	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_48823_49883	unclear	  hier        	2
51505	52685	misschien dacht ik euhm ja	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_51505_52685	ok	misschien dacht  	2
51560	51890	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_51560_51890	ok		0
52720	53990	ik ben wel hier geboren	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_52720_53990	ok	   hier geboren	3
53990	54950	@	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_53990_54950	unclear		0
54965	56265	maar misschien van thuis uit	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_54965_56265	ok	 misschien  thuis 	3
56265	57545	allez dat kan wel ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_56265_57545	ok	    	1
57550	58985	mh en vind je het euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_57550_58985	ok	  vind   	2
58985	60415	wat leuk hier in België	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_58985_60415	ok	 leuk hier  België	4
60400	61600	ja ja ik 	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_60400_61600	ok	   	1
61635	63025	ik ben hier heel graag	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_61635_63025	ok	  hier heel graag	4
63045	64610	ik heb hier allemaal vrienden	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_63045_64610	ok	  hier allemaal vrienden	4
64610	66970	en heel veel contacten	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_64610_66970	ok	 heel veel contacten	4
66970	68280	euhm	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_66970_68280	ok		0
68290	70160	maar ik ga ook heel graag terug naar Polen ook	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_68290_70160	ok	  ga  heel graag terug  Polen 	6
70160	72200	voor mijn vrienden te zien voor mijn familie te zien	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_70160_72200	ok	  vrienden te zien   familie te zien	7
72230	75050	ben je euhm wel eens geweest zelf	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_72230_75050	ok	  zelf	2
75165	78725	ben je wel eens naar Polen geweest bedoel ik of op vakantie ofzo	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_75165_78725	ok	     Polen  bedoel    vakantie ofzo	5
77285	77885	ja ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_77285_77885	ok	 	1
78730	80700	is dat vaak of gewoon	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_78730_80700	ok	  vaak  gewoon	3
80730	82510	ik heb ook een jaar gestudeerd in Polen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_80730_82510	ok	    jaar gestudeerd  Polen	4
82515	85350	ah ok ok misschien had ik dat niet gehoord dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_82515_85350	ok	   misschien     gehoord  	3
84735	85350	ja	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_84735_85350	ok		0
85350	87000	in euhm Wroclaw	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_85350_87000	ok	 Wroclaw	2
85350	87000	ja	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_85350_87000	ok		0
87010	87930	wat zegt	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_87010_87930	ok	 zegt	2
87925	88745	Wroclaw	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_87925_88745	ok	Wroclaw	1
88760	89610	vrots wat	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_88760_89610	ok	vrots 	1
89610	91370	euhm in het westen van Polen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_89610_91370	ok	westen  Polen	2
91385	92405	ah ok ok	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_91385_92405	ok	  	1
92410	93380	ik had eigenlijk (   )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_92410_93380	unclear	  eigenlijk    	2
93380	94815	niet kan verstaan dus 	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_93380_94815	ok	  verstaan  	2
93420	93910	@	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_93420_93910	unclear		0
94815	95435	dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_94815_95435	ok	 	1
95510	96800	wat is jouw naam	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_95510_96800	ok	   naam	2
96810	97990	(oh sorry yeah but)	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_96810_97990	unclear	 sorry  but	3
98015	99005	(                           )	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_98015_99005	unclear	                           	1
98015	99005	(                            )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_98015_99005	unclear	                            	1
99025	100010	mijn naam is Rob	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_99025_100010	ok	 naam  Rob	3
100010	102805	maar yeah ik weet niet hoe ik (                    ) eigenlijk	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_100010_102805	unclear	   weet  hoe                       eigenlijk	4
102862	104502	ik kom uit het Verenigd Koninkrijk en euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_102862_104502	ok	 kom   Verenigd Koninkrijk  	4
104510	105050	ik wil	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_104510_105050	ok	 	1
105455	106625	graag in euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_105455_106625	ok	graag  	1
106675	107880	in Europa blijven dus	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_106675_107880	ok	 Europa blijven 	3
107880	110160	een (                    ) heb (getoond) om eigenlijk euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_107880_110160	unclear	                       getoond  eigenlijk 	3
110160	113050	van het Verenigd Koninkrijk naar België te te verhuizen	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_110160_113050	ok	  Verenigd Koninkrijk  België te te verhuizen	7
113070	116835	dus als ik hier kan blijven voor misschien (lijk) een jaar of twee jaar	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_113070_116835	unclear	   hier  blijven  misschien lijk  jaar  twee jaar	8
116835	118190	dan kan ik euhm leven	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_116835_118190	ok	dan   leven	2
118190	121120	hier in deze hi hier in deze (hier) blijven dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_118190_121120	unclear	hier   hi hier   hier blijven  	5
121130	122210	ah dat is wel fijn	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_121130_122210	ok	    fijn	2
122192	122662	yeah	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_122192_122662	ok		0
122665	124135	en hoe lang bent u in België	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_122665_124135	ok	 hoe lang    België	4
124142	126652	euhm ik ben hier een euhm jaar geweest in België	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_124142_126652	ok	hier  jaar   België	3
126662	127162	dus	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_126662_127162	ok		0
127177	127727	ja	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_127177_127727	ok		0
128127	128847	dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_128127_128847	ok	 	1
129122	130942	zelf Nederlands geleerd of	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_129122_130942	ok	zelf Nederlands geleerd 	3
131058	132518	ja euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_131058_132518	ok	 	1
131073	131553	op school	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_131073_131553	ok	 school	2
132705	136805	wel ik had veel nederlandstalige les in een kleine (gratise) website euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_132705_136805	unclear	   veel nederlandstalige les   kleine gratise website 	7
136820	137890	euhm I talking	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_136820_137890	ok	I talking	2
137990	139230	je kunt gewoon een beetje euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_137990_139230	ok	  gewoon  beetje 	3
139410	140010	geld	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_139410_140010	ok	geld	1
140195	142435	uitgeven en je je krijgt nederlandse 	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_140195_142435	ok	uitgeven    krijgt nederlandse 	3
142690	144670	les daar dus dat moet je in een jaar	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_142690_144670	ok	les daar       jaar	3
145010	147290	en dan euhm ik werk hier ook	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_145010_147290	ok	 dan werk hier 	4
147465	150085	dus euhm ik heb een beetje een beetje (         )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_147465_150085	unclear	 beetje  beetje          	3
150780	151160	wat met	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_150780_151160	ok	 	1
151330	152070	mensen te praten	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_151330_152070	ok	mensen te praten	3
152085	154145	niet zo pr euhm ingewikkelde	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_152085_154145	ok	 zo pr ingewikkelde	4
152755	153245	nee	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_152755_153245	ok		0
154555	155695	euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_154555_155695	ok		0
155695	158525	onderwerpen of zo maar gewoon babbelen met mensen enzo dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_155695_158525	ok	onderwerpen  zo  gewoon babbelen  mensen enzo  	6
159025	160135	oh	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_159025_160135	ok		0
160195	161295	een groot talent	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_160195_161295	ok	 groot talent	3
161295	161935	vertalen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_161295_161935	ok	vertalen	1
161900	162980	oh dankuwel	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_161900_162980	ok	 dankuwel	2
162045	163615	en zeker Nederlands	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_162045_163615	ok	 zeker Nederlands	3
162980	163600	(      ai)	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_162980_163600	unclear	      	1
163625	165675	ik weet wel dat ik een heel sterk accent heb en	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_163625_165675	ok	 weet     heel sterk accent  	5
165945	167845	helemaal niks aan u maar	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_165945_167845	ok	helemaal niks   	2
167545	168665	ik versta	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_167545_168665	ok	 versta	2
168950	169780	versta alles	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_168950_169780	ok	versta 	1
168950	170590	(                                              )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_168950_170590	unclear	                                              	1
170610	174980	ik vind dat euhm die oudere generatie die hebben veel problemen met mij te verstaan	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_170610_174980	ok	 vind  oudere generatie   veel problemen   te verstaan	8
174980	176470	(ja ik weet natuurlijk) ze zijn niet zo	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_174980_176470	unclear	  weet natuurlijk    zo	4
176670	178270	gewend aan engelstaligen	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_176670_178270	ok	gewend  engelstaligen	2
178305	180085	engelstalige mensen die	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_178305_180085	ok	engelstalige mensen 	2
180140	181400	proberen Nederlands te leren	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_180140_181400	ok	proberen Nederlands te leren	4
181400	184290	maar met die jongere generatie is dat een beetje makkelijker	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_181400_184290	ok	   jongere generatie    beetje makkelijker	5
184502	185722	(                                   )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_184502_185722	unclear	                                   	1
186557	188387	en euhm waarom Leuven eigenlijk	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_186557_188387	ok	 waarom Leuven eigenlijk	4
188442	189282	ah	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_188442_189282	ok		0
189417	190067	mh	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_189417_190067	ok		0
190390	194690	wel euhm in het begin bevind ik me van plan naar Brussel te verhuizen	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_190390_194690	ok	 begin bevind    plan  Brussel te verhuizen	7
194710	196020	maar dat was een beetje te veel euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_194710_196020	ok	    beetje te veel 	4
196070	197090	te te ver	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_196070_197090	ok	te te ver	3
197340	198790	en dan moet ik nou ook een beetje Frans leren	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_197340_198790	ok	 dan      beetje Frans leren	5
198790	200310	en daar had ik helemaal geen zin in	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_198790_200310	ok	 daar   helemaal  zin 	4
200320	202310	dus ik dacht dit zal beetje makkelijker zijn	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_200320_202310	ok	  dacht   beetje makkelijker 	4
202764	204324	zou zijn als ik naar	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_202764_204324	ok	    	1
204324	206154	naar Leuven kom uit euhm (      )	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_204324_206154	unclear	 Leuven kom  	3
206894	209634	naast de hoofdstad ik kan af en toe naar Brussel gaan	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_206894_209634	ok	naast  hoofdstad   af  toe  Brussel gaan	6
210051	211441	euhm ook euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_210051_211441	ok		0
212011	214701	centraal dus als je wilt naar brug euhm Brugge	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_212011_214701	ok	centraal      brug Brugge	3
215151	216701	ergens naartoe gaan	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_215151_216701	ok	ergens naartoe gaan	3
216711	218230	je kunt altijd op op bezoek gaan	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_216711_218230	ok	  altijd   bezoek gaan	4
218230	220890	België is een heel klein land dus als je op bezoek naar	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_218230_220890	ok	België   heel klein land     bezoek 	5
221225	222925	verschillende plekken wil gaan dan	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_221225_222925	ok	verschillende plekken  gaan dan	4
223350	224590	je kan dat gewoon doen dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_223350_224590	ok	   gewoon   	2
225325	226405	je inderdaad dus	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_225325_226405	ok	 inderdaad 	2
225325	226405	ja	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_225325_226405	ok		0
226740	228450	Brussel is ook niet zo heel ver van	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_226740_228450	ok	Brussel    zo heel ver 	4
226740	228450	euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_226740_228450	ok		0
228764	229324	van Leuven	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_228764_229324	ok	 Leuven	2
229396	230189	yeah precies precies	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_229396_230189	ok	 precies precies	3
230189	231319	dus euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_230189_231319	ok	 	1
230955	232045	twintig minuutjes ofzo	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_230955_232045	ok	twintig minuutjes ofzo	3
232024	233464	@ en euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_232024_233464	unclear	  	1
233489	235199	in vergelijking met die euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_233489_235199	ok	 vergelijking   	2
235945	240205	(         ) system dat we hebben in het Verenigd Koninkrijk dat is veel beter hier in België	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_235945_240205	unclear	          system      Verenigd Koninkrijk   veel beter hier  België	8
240320	242610	dingen zijn meestal altijd	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_240320_242610	ok	dingen  meestal altijd	3
242800	243420	in euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_242800_243420	ok	 	1
243478	244038	hier euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_243478_244038	ok	hier 	1
244107	244967	(a lot) euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_244107_244967	unclear	a lot 	2
245119	246829	waarom heb (jij) hier gekozen om	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_245119_246829	unclear	waarom   hier gekozen 	3
246859	248439	om hier te komen om mensen te helpen	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_246859_248439	ok	 hier te komen  mensen te helpen	7
248473	249233	Nederlands te praten	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_248473_249233	ok	Nederlands te praten	3
249238	249948	is dat een	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_249238_249948	ok	  	1
250045	250685	een deel van uw	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_250045_250685	ok	 deel  	2
250685	251765	van uw vak of	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_250685_251765	ok	  vak 	2
252306	253716	(heel) voor dit project	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_252306_253716	unclear	heel   project	2
252346	252996	voor euhm	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_252346_252996	ok	 	1
253814	255504	ja voor dit project bedoel ik ja	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_253814_255504	ok	   project bedoel  	3
255494	256304	euhm	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_255494_256304	ok		0
256768	257568	ja ik had het gezien	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_256768_257568	ok	    gezien	2
257570	259615	en het klonk me gewoon heel interessant	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_257570_259615	ok	  klonk  gewoon heel interessant	5
259615	262545	euhm ik heb zelf ook euhm	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_259615_262545	ok	zelf  	1
263385	264825	opleiding gedaan	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_263385_264825	ok	opleiding 	1
264962	267492	om Nederlands te geven aan anderstaligen	0510_1700_A	0510_1700_B	0510_1700_AB	0510_1700_A_0510_1700_B_264962_267492	ok	 Nederlands te geven  anderstaligen	5
267452	268340	ah ok	0510_1700_B	0510_1700_A	0510_1700_AB	0510_1700_B_0510_1700_A_267452_268340	ok	 	1
